Lead_ID,Location,College,Year Of Study,Program Intrest,Lead Source
LD3234,Delhi,IIM A,4th,Robotics,Google Form
LD3235,Ahmedabad,IIM Bangalore,1st,Human Resource,Linkedin
LD3236,Hyderabad,IIT Delhi,1st,Human Resource,Google Form
LD3237,Hyderabad,IIT Bombay,4th,Human Resource,Whatsapp
LD3238,Nagpur,IIIT Hyderabad,1st,Artificial Intelligence,Google Form
LD3239,Hyderabad,IIIT Hyderabad,4th,Human Resource,Instagram
LD3240,Nagpur,IIM Bangalore,2nd,Human Resource,Instagram
LD3241,Nagpur,IIT Delhi,2nd,Computer Science,College Colloboration
LD3242,Ahmedabad,BIITS Raipur,3rd,Artificial Intelligence,College Colloboration
LD3243,Nagpur,IIT Bombay,2nd,Finance,Google Form
LD3244,Raipur,BIITS Raipur,4th,Finance,Linkedin
LD3245,Nagpur,IIIT Hyderabad,4th,Human Resource,Instagram
LD3246,Raipur,BIITS Raipur,3rd,Data Science,College Colloboration
LD3247,Bangalore,VNIT Nagpur,2nd,Robotics,Google Form
LD3248,Delhi,VNIT Nagpur,3rd,Data Science,Instagram
LD3249,Hyderabad,IIIT Hyderabad,3rd,Finance,Whatsapp
LD3250,Hyderabad,Ramdeobaba Univerisity,1st,Robotics,Instagram
LD3251,Mumbai,IIT Delhi,2nd,Finance,College Colloboration
LD3252,Delhi,BIITS Raipur,1st,Computer Science,Linkedin
LD3253,Ahmedabad,Ramdeobaba Univerisity,2nd,Finance,Whatsapp
LD3254,Bangalore,IIT Bombay,4th,Human Resource,Whatsapp
LD3255,Nagpur,IIM A,4th,Artificial Intelligence,Instagram
LD3256,Mumbai,VNIT Nagpur,1st,Computer Science,Instagram
LD3257,Mumbai,IIT Delhi,4th,Artificial Intelligence,College Colloboration
LD3258,Raipur,IIM Bangalore,3rd,Human Resource,Linkedin
LD3259,Nagpur,IIM A,2nd,Computer Science,Whatsapp
LD3260,Bangalore,IIM Bangalore,2nd,Robotics,College Colloboration
LD3261,Ahmedabad,BIITS Raipur,4th,Finance,Linkedin
LD3262,Hyderabad,VNIT Nagpur,3rd,Data Science,Google Form
LD3263,Delhi,VNIT Nagpur,1st,Data Science,Google Form
LD3264,Raipur,BIITS Raipur,1st,Human Resource,Instagram
LD3265,Raipur,VNIT Nagpur,1st,Finance,Google Form
LD3266,Mumbai,VNIT Nagpur,2nd,Human Resource,College Colloboration
LD3267,Delhi,Ramdeobaba Univerisity,4th,Finance,Whatsapp
LD3268,Hyderabad,IIT Delhi,2nd,Human Resource,Instagram
LD3269,Bangalore,VNIT Nagpur,4th,Artificial Intelligence,Google Form
LD3270,Raipur,IIM A,4th,Robotics,Instagram
LD3271,Bangalore,VNIT Nagpur,3rd,Artificial Intelligence,College Colloboration
LD3272,Mumbai,IIM A,2nd,Data Science,Whatsapp
LD3273,Hyderabad,VNIT Nagpur,1st,Data Science,Google Form
LD3274,Ahmedabad,BIITS Raipur,2nd,Robotics,Whatsapp
LD3275,Ahmedabad,IIM Bangalore,1st,Human Resource,Google Form
LD3276,Ahmedabad,IIT Delhi,2nd,Finance,Google Form
LD3277,Hyderabad,Ramdeobaba Univerisity,1st,Robotics,Whatsapp
LD3278,Mumbai,IIM A,4th,Data Science,Google Form
LD3279,Ahmedabad,Ramdeobaba Univerisity,1st,Robotics,Instagram
LD3280,Hyderabad,BIITS Raipur,4th,Finance,Linkedin
LD3281,Delhi,IIM A,3rd,Robotics,College Colloboration
LD3282,Mumbai,IIT Delhi,3rd,Data Science,Instagram
LD3283,Bangalore,IIIT Hyderabad,2nd,Data Science,Whatsapp
LD3284,Nagpur,IIT Bombay,3rd,Data Science,Whatsapp
LD3285,Delhi,IIIT Hyderabad,4th,Artificial Intelligence,Whatsapp
LD3286,Raipur,IIM Bangalore,2nd,Artificial Intelligence,Whatsapp
LD3287,Ahmedabad,VNIT Nagpur,1st,Data Science,Linkedin
LD3288,Bangalore,BIITS Raipur,3rd,Computer Science,College Colloboration
LD3289,Raipur,IIT Delhi,4th,Human Resource,Instagram
LD3290,Bangalore,IIT Delhi,4th,Computer Science,College Colloboration
LD3291,Raipur,IIT Bombay,4th,Finance,Google Form
LD3292,Ahmedabad,BIITS Raipur,4th,Finance,Linkedin
LD3293,Delhi,IIT Bombay,1st,Human Resource,Whatsapp
LD3294,Mumbai,IIM A,4th,Robotics,Linkedin
LD3295,Mumbai,VNIT Nagpur,1st,Human Resource,College Colloboration
LD3296,Ahmedabad,IIT Bombay,4th,Human Resource,Linkedin
LD3297,Nagpur,IIM Bangalore,1st,Computer Science,Google Form
LD3298,Bangalore,VNIT Nagpur,4th,Artificial Intelligence,Linkedin
LD3299,Delhi,BIITS Raipur,2nd,Computer Science,College Colloboration
LD3300,Nagpur,IIIT Hyderabad,1st,Finance,Linkedin
LD3301,Bangalore,VNIT Nagpur,4th,Human Resource,Linkedin
LD3302,Mumbai,IIIT Hyderabad,1st,Robotics,Linkedin
LD3303,Nagpur,IIIT Hyderabad,3rd,Finance,Whatsapp
LD3304,Raipur,Ramdeobaba Univerisity,3rd,Robotics,Whatsapp
LD3305,Hyderabad,IIM Bangalore,2nd,Data Science,Linkedin
LD3306,Ahmedabad,IIIT Hyderabad,4th,Human Resource,Google Form
LD3307,Mumbai,Ramdeobaba Univerisity,1st,Artificial Intelligence,Whatsapp
LD3308,Mumbai,IIIT Hyderabad,1st,Data Science,Instagram
LD3309,Hyderabad,IIIT Hyderabad,4th,Data Science,Linkedin
LD3310,Mumbai,VNIT Nagpur,2nd,Artificial Intelligence,Google Form
LD3311,Hyderabad,IIT Bombay,1st,Finance,Instagram
LD3312,Raipur,BIITS Raipur,3rd,Human Resource,Instagram
LD3313,Hyderabad,BIITS Raipur,4th,Artificial Intelligence,Google Form
LD3314,Ahmedabad,IIT Bombay,4th,Data Science,College Colloboration
LD3315,Bangalore,VNIT Nagpur,1st,Finance,College Colloboration
LD3316,Hyderabad,VNIT Nagpur,3rd,Computer Science,Linkedin
LD3317,Raipur,IIT Bombay,4th,Artificial Intelligence,Linkedin
LD3318,Hyderabad,IIIT Hyderabad,4th,Data Science,Whatsapp
LD3319,Nagpur,VNIT Nagpur,2nd,Data Science,Whatsapp
LD3320,Raipur,VNIT Nagpur,4th,Computer Science,Linkedin
LD3321,Mumbai,VNIT Nagpur,3rd,Artificial Intelligence,Instagram
LD3322,Mumbai,Ramdeobaba Univerisity,2nd,Finance,Whatsapp
LD3323,Raipur,Ramdeobaba Univerisity,3rd,Human Resource,Instagram
LD3324,Ahmedabad,IIM Bangalore,4th,Artificial Intelligence,Whatsapp
LD3325,Ahmedabad,IIT Bombay,4th,Data Science,Linkedin
LD3326,Ahmedabad,BIITS Raipur,1st,Robotics,Whatsapp
LD3327,Delhi,IIM Bangalore,2nd,Human Resource,Instagram
LD3328,Hyderabad,Ramdeobaba Univerisity,2nd,Robotics,College Colloboration
LD3329,Nagpur,BIITS Raipur,1st,Human Resource,College Colloboration
LD3330,Delhi,IIM Bangalore,3rd,Data Science,Linkedin
LD3331,Bangalore,IIM A,2nd,Artificial Intelligence,Whatsapp
LD3332,Mumbai,VNIT Nagpur,1st,Computer Science,College Colloboration
LD3333,Bangalore,IIIT Hyderabad,4th,Finance,College Colloboration
LD3334,Hyderabad,IIM Bangalore,3rd,Artificial Intelligence,Linkedin
LD3335,Bangalore,IIM A,1st,Computer Science,Linkedin
LD3336,Delhi,IIM Bangalore,4th,Computer Science,Linkedin
LD3337,Delhi,Ramdeobaba Univerisity,1st,Computer Science,Linkedin
LD3338,Raipur,VNIT Nagpur,2nd,Human Resource,College Colloboration
LD3339,Bangalore,IIM Bangalore,4th,Computer Science,Instagram
LD3340,Nagpur,IIT Bombay,4th,Robotics,Google Form
LD3341,Hyderabad,Ramdeobaba Univerisity,1st,Human Resource,Instagram
LD3342,Nagpur,IIM Bangalore,1st,Human Resource,Whatsapp
LD3343,Hyderabad,IIT Delhi,2nd,Data Science,College Colloboration
LD3344,Mumbai,VNIT Nagpur,2nd,Human Resource,Instagram
LD3345,Raipur,BIITS Raipur,1st,Artificial Intelligence,College Colloboration
LD3346,Nagpur,VNIT Nagpur,2nd,Human Resource,College Colloboration
LD3347,Ahmedabad,IIT Delhi,2nd,Data Science,Google Form
LD3348,Hyderabad,IIT Delhi,3rd,Robotics,Linkedin
LD3349,Ahmedabad,IIT Bombay,2nd,Human Resource,Instagram
LD3350,Delhi,IIIT Hyderabad,1st,Finance,College Colloboration
LD3351,Bangalore,IIM Bangalore,3rd,Data Science,Google Form
LD3352,Bangalore,BIITS Raipur,3rd,Robotics,College Colloboration
LD3353,Mumbai,IIM Bangalore,2nd,Human Resource,Google Form
LD3354,Mumbai,Ramdeobaba Univerisity,3rd,Data Science,Google Form
LD3355,Nagpur,IIM A,4th,Human Resource,Instagram
LD3356,Hyderabad,IIIT Hyderabad,3rd,Human Resource,Whatsapp
LD3357,Raipur,IIIT Hyderabad,1st,Human Resource,Linkedin
LD3358,Bangalore,IIIT Hyderabad,1st,Artificial Intelligence,Google Form
LD3359,Mumbai,IIT Bombay,4th,Data Science,Google Form
LD3360,Mumbai,IIIT Hyderabad,2nd,Human Resource,College Colloboration
LD3361,Ahmedabad,IIM Bangalore,4th,Data Science,Linkedin
LD3362,Bangalore,IIM A,2nd,Data Science,Linkedin
LD3363,Delhi,IIT Delhi,3rd,Computer Science,Instagram
LD3364,Delhi,IIM Bangalore,4th,Data Science,College Colloboration
LD3365,Hyderabad,IIM A,1st,Data Science,Instagram
LD3366,Delhi,VNIT Nagpur,4th,Artificial Intelligence,Whatsapp
LD3367,Nagpur,VNIT Nagpur,1st,Human Resource,Instagram
LD3368,Raipur,Ramdeobaba Univerisity,4th,Artificial Intelligence,Linkedin
LD3369,Mumbai,VNIT Nagpur,4th,Robotics,College Colloboration
LD3370,Bangalore,VNIT Nagpur,2nd,Artificial Intelligence,College Colloboration
LD3371,Ahmedabad,IIM A,4th,Artificial Intelligence,Instagram
LD3372,Bangalore,Ramdeobaba Univerisity,1st,Finance,Google Form
LD3373,Mumbai,IIM A,2nd,Robotics,Instagram
LD3374,Bangalore,IIM A,2nd,Data Science,Whatsapp
LD3375,Ahmedabad,IIM Bangalore,1st,Finance,Linkedin
LD3376,Hyderabad,IIM Bangalore,3rd,Finance,Whatsapp
LD3377,Ahmedabad,Ramdeobaba Univerisity,2nd,Finance,Linkedin
LD3378,Mumbai,VNIT Nagpur,4th,Computer Science,Google Form
LD3379,Mumbai,IIM Bangalore,3rd,Robotics,Google Form
LD3380,Mumbai,IIT Delhi,2nd,Data Science,Google Form
LD3381,Delhi,VNIT Nagpur,3rd,Human Resource,Whatsapp
LD3382,Nagpur,VNIT Nagpur,4th,Artificial Intelligence,Instagram
LD3383,Delhi,Ramdeobaba Univerisity,4th,Artificial Intelligence,Whatsapp
LD3384,Mumbai,Ramdeobaba Univerisity,4th,Finance,Google Form
LD3385,Raipur,IIIT Hyderabad,3rd,Computer Science,Whatsapp
LD3386,Raipur,Ramdeobaba Univerisity,3rd,Human Resource,College Colloboration
LD3387,Mumbai,BIITS Raipur,4th,Finance,Linkedin
LD3388,Hyderabad,IIM Bangalore,1st,Robotics,Google Form
LD3389,Mumbai,IIT Delhi,4th,Artificial Intelligence,Whatsapp
LD3390,Hyderabad,BIITS Raipur,4th,Data Science,Instagram
LD3391,Bangalore,IIT Delhi,2nd,Robotics,Instagram
LD3392,Nagpur,IIM A,3rd,Finance,Whatsapp
LD3393,Delhi,Ramdeobaba Univerisity,1st,Finance,Instagram
LD3394,Hyderabad,IIT Bombay,2nd,Human Resource,College Colloboration
LD3395,Delhi,IIT Delhi,2nd,Data Science,Instagram
LD3396,Delhi,IIIT Hyderabad,1st,Computer Science,Whatsapp
LD3397,Nagpur,Ramdeobaba Univerisity,4th,Computer Science,Linkedin
LD3398,Ahmedabad,IIM Bangalore,4th,Human Resource,Whatsapp
LD3399,Bangalore,VNIT Nagpur,4th,Data Science,College Colloboration
LD3400,Mumbai,VNIT Nagpur,2nd,Human Resource,Google Form
LD3401,Delhi,BIITS Raipur,1st,Human Resource,Linkedin
LD3402,Hyderabad,IIT Bombay,4th,Finance,Instagram
LD3403,Raipur,IIIT Hyderabad,4th,Data Science,College Colloboration
LD3404,Delhi,VNIT Nagpur,2nd,Data Science,Google Form
LD3405,Hyderabad,IIT Bombay,3rd,Computer Science,College Colloboration
LD3406,Mumbai,IIM A,4th,Data Science,Whatsapp
LD3407,Ahmedabad,IIIT Hyderabad,1st,Robotics,Linkedin
LD3408,Mumbai,Ramdeobaba Univerisity,2nd,Human Resource,Linkedin
LD3409,Nagpur,BIITS Raipur,3rd,Human Resource,Linkedin
LD3410,Ahmedabad,VNIT Nagpur,3rd,Human Resource,Whatsapp
LD3411,Ahmedabad,IIT Delhi,3rd,Artificial Intelligence,Instagram
LD3412,Delhi,Ramdeobaba Univerisity,2nd,Computer Science,Whatsapp
LD3413,Delhi,Ramdeobaba Univerisity,3rd,Finance,Google Form
LD3414,Ahmedabad,Ramdeobaba Univerisity,1st,Artificial Intelligence,Instagram
LD3415,Bangalore,IIIT Hyderabad,1st,Finance,Whatsapp
LD3416,Nagpur,IIT Delhi,2nd,Finance,Google Form
LD3417,Hyderabad,BIITS Raipur,1st,Artificial Intelligence,Instagram
LD3418,Delhi,IIM Bangalore,1st,Data Science,College Colloboration
LD3419,Hyderabad,IIM A,2nd,Computer Science,Google Form
LD3420,Raipur,Ramdeobaba Univerisity,2nd,Computer Science,Whatsapp
LD3421,Ahmedabad,BIITS Raipur,1st,Human Resource,College Colloboration
LD3422,Hyderabad,IIT Bombay,4th,Artificial Intelligence,Google Form
LD3423,Mumbai,Ramdeobaba Univerisity,2nd,Artificial Intelligence,Linkedin
LD3424,Delhi,IIT Bombay,3rd,Artificial Intelligence,College Colloboration
LD3425,Bangalore,BIITS Raipur,4th,Finance,Linkedin
LD3426,Nagpur,IIT Bombay,2nd,Computer Science,Whatsapp
LD3427,Bangalore,IIM A,3rd,Data Science,Google Form
LD3428,Hyderabad,VNIT Nagpur,1st,Robotics,Whatsapp
LD3429,Delhi,VNIT Nagpur,2nd,Human Resource,College Colloboration
LD3430,Hyderabad,IIT Bombay,1st,Computer Science,College Colloboration
LD3431,Bangalore,IIIT Hyderabad,4th,Finance,Whatsapp
LD3432,Ahmedabad,IIM A,2nd,Human Resource,Instagram
LD3433,Bangalore,IIM A,4th,Human Resource,College Colloboration
LD3434,Nagpur,IIT Bombay,4th,Computer Science,Linkedin
LD3435,Delhi,VNIT Nagpur,3rd,Finance,Whatsapp
LD3436,Hyderabad,IIIT Hyderabad,1st,Finance,Whatsapp
LD3437,Ahmedabad,IIT Delhi,4th,Computer Science,Google Form
LD3438,Hyderabad,IIT Bombay,1st,Finance,Linkedin
LD3439,Mumbai,BIITS Raipur,3rd,Artificial Intelligence,Whatsapp
LD3440,Nagpur,IIT Delhi,1st,Finance,College Colloboration
LD3441,Hyderabad,IIM Bangalore,1st,Data Science,Linkedin
LD3442,Delhi,IIT Delhi,2nd,Artificial Intelligence,Linkedin
LD3443,Mumbai,VNIT Nagpur,3rd,Data Science,College Colloboration
LD3444,Bangalore,Ramdeobaba Univerisity,2nd,Computer Science,Google Form
LD3445,Bangalore,VNIT Nagpur,2nd,Robotics,Instagram
LD3446,Mumbai,IIT Delhi,1st,Artificial Intelligence,Whatsapp
LD3447,Nagpur,VNIT Nagpur,1st,Artificial Intelligence,Whatsapp
LD3448,Mumbai,IIM Bangalore,1st,Robotics,Google Form
LD3449,Ahmedabad,IIM A,3rd,Robotics,College Colloboration
LD3450,Hyderabad,Ramdeobaba Univerisity,3rd,Finance,Instagram
LD3451,Raipur,Ramdeobaba Univerisity,1st,Finance,Google Form
LD3452,Nagpur,IIIT Hyderabad,2nd,Finance,Whatsapp
LD3453,Raipur,IIM A,2nd,Robotics,Google Form
LD3454,Nagpur,Ramdeobaba Univerisity,3rd,Finance,Linkedin
LD3455,Bangalore,VNIT Nagpur,2nd,Data Science,College Colloboration
LD3456,Bangalore,BIITS Raipur,1st,Finance,Google Form
LD3457,Hyderabad,IIM A,1st,Artificial Intelligence,Linkedin
LD3458,Bangalore,IIM Bangalore,3rd,Human Resource,Linkedin
LD3459,Mumbai,VNIT Nagpur,4th,Data Science,College Colloboration
LD3460,Ahmedabad,BIITS Raipur,2nd,Robotics,Instagram
LD3461,Delhi,IIIT Hyderabad,3rd,Human Resource,Google Form
LD3462,Bangalore,IIM Bangalore,4th,Robotics,Google Form
LD3463,Nagpur,IIM Bangalore,1st,Computer Science,College Colloboration
LD3464,Mumbai,IIIT Hyderabad,4th,Human Resource,College Colloboration
LD3465,Hyderabad,IIM A,1st,Robotics,College Colloboration
LD3466,Bangalore,IIM Bangalore,4th,Robotics,Whatsapp
LD3467,Delhi,Ramdeobaba Univerisity,4th,Artificial Intelligence,Whatsapp
LD3468,Bangalore,BIITS Raipur,3rd,Data Science,Whatsapp
LD3469,Delhi,BIITS Raipur,1st,Robotics,Linkedin
LD3470,Ahmedabad,BIITS Raipur,4th,Computer Science,College Colloboration
LD3471,Nagpur,IIIT Hyderabad,3rd,Data Science,Linkedin
LD3472,Bangalore,BIITS Raipur,2nd,Computer Science,College Colloboration
LD3473,Mumbai,IIT Delhi,4th,Computer Science,Linkedin
LD3474,Mumbai,IIT Bombay,1st,Data Science,Instagram
LD3475,Raipur,IIT Delhi,1st,Artificial Intelligence,Linkedin
LD3476,Delhi,VNIT Nagpur,1st,Artificial Intelligence,College Colloboration
LD3477,Delhi,BIITS Raipur,4th,Finance,College Colloboration
LD3478,Ahmedabad,BIITS Raipur,4th,Finance,College Colloboration
LD3479,Mumbai,Ramdeobaba Univerisity,1st,Robotics,Google Form
LD3480,Delhi,IIM A,4th,Data Science,College Colloboration
LD3481,Raipur,VNIT Nagpur,1st,Robotics,Google Form
LD3482,Ahmedabad,IIT Bombay,1st,Data Science,Instagram
LD3483,Raipur,Ramdeobaba Univerisity,2nd,Finance,College Colloboration
LD3484,Hyderabad,IIIT Hyderabad,3rd,Finance,Linkedin
LD3485,Bangalore,IIM Bangalore,2nd,Finance,Google Form
LD3486,Bangalore,IIM A,2nd,Human Resource,College Colloboration
LD3487,Nagpur,IIT Delhi,2nd,Data Science,Linkedin
LD3488,Bangalore,IIM Bangalore,3rd,Artificial Intelligence,Whatsapp
LD3489,Hyderabad,Ramdeobaba Univerisity,3rd,Robotics,Whatsapp
LD3490,Delhi,IIT Bombay,4th,Robotics,Whatsapp
LD3491,Delhi,IIT Delhi,4th,Robotics,Whatsapp
LD3492,Mumbai,IIT Bombay,2nd,Artificial Intelligence,Whatsapp
LD3493,Mumbai,IIM Bangalore,4th,Data Science,Google Form
LD3494,Raipur,VNIT Nagpur,1st,Data Science,Whatsapp
LD3495,Mumbai,BIITS Raipur,2nd,Finance,Linkedin
LD3496,Bangalore,BIITS Raipur,3rd,Data Science,Linkedin
LD3497,Nagpur,IIT Delhi,2nd,Computer Science,Whatsapp
LD3498,Ahmedabad,VNIT Nagpur,1st,Artificial Intelligence,Instagram
LD3499,Raipur,Ramdeobaba Univerisity,4th,Computer Science,Linkedin
LD3500,Mumbai,IIIT Hyderabad,2nd,Computer Science,Linkedin
LD3501,Raipur,IIT Bombay,3rd,Human Resource,Linkedin
LD3502,Bangalore,BIITS Raipur,1st,Data Science,Google Form
LD3503,Delhi,VNIT Nagpur,3rd,Robotics,Google Form
LD3504,Bangalore,IIIT Hyderabad,1st,Artificial Intelligence,Whatsapp
LD3505,Bangalore,IIT Bombay,2nd,Artificial Intelligence,Instagram
LD3506,Mumbai,IIIT Hyderabad,2nd,Artificial Intelligence,Instagram
LD3507,Mumbai,Ramdeobaba Univerisity,1st,Robotics,Whatsapp
LD3508,Ahmedabad,VNIT Nagpur,1st,Human Resource,Linkedin
LD3509,Bangalore,IIT Bombay,1st,Data Science,Instagram
LD3510,Ahmedabad,VNIT Nagpur,1st,Artificial Intelligence,Instagram
LD3511,Ahmedabad,IIT Bombay,3rd,Human Resource,Linkedin
LD3512,Delhi,IIIT Hyderabad,3rd,Artificial Intelligence,Instagram
LD3513,Hyderabad,IIM A,1st,Computer Science,Google Form
LD3514,Ahmedabad,Ramdeobaba Univerisity,2nd,Computer Science,Linkedin
LD3515,Ahmedabad,IIIT Hyderabad,1st,Artificial Intelligence,College Colloboration
LD3516,Hyderabad,IIT Delhi,1st,Artificial Intelligence,Instagram
LD3517,Hyderabad,IIT Delhi,2nd,Computer Science,Whatsapp
LD3518,Raipur,IIM A,3rd,Computer Science,College Colloboration
LD3519,Hyderabad,IIM Bangalore,1st,Artificial Intelligence,Instagram
LD3520,Delhi,Ramdeobaba Univerisity,4th,Finance,Instagram
LD3521,Bangalore,Ramdeobaba Univerisity,2nd,Finance,College Colloboration
LD3522,Hyderabad,IIIT Hyderabad,3rd,Robotics,Instagram
LD3523,Hyderabad,IIM Bangalore,4th,Finance,Linkedin
LD3524,Bangalore,IIM Bangalore,4th,Data Science,Google Form
LD3525,Bangalore,VNIT Nagpur,2nd,Artificial Intelligence,Whatsapp
LD3526,Hyderabad,IIT Delhi,1st,Computer Science,Google Form
LD3527,Bangalore,BIITS Raipur,2nd,Finance,College Colloboration
LD3528,Raipur,Ramdeobaba Univerisity,1st,Finance,College Colloboration
LD3529,Bangalore,Ramdeobaba Univerisity,3rd,Robotics,Whatsapp
LD3530,Hyderabad,IIT Delhi,3rd,Computer Science,Linkedin
LD3531,Raipur,IIM Bangalore,4th,Artificial Intelligence,Linkedin
LD3532,Ahmedabad,VNIT Nagpur,3rd,Computer Science,College Colloboration
LD3533,Raipur,IIIT Hyderabad,1st,Finance,Linkedin
LD3534,Nagpur,Ramdeobaba Univerisity,1st,Artificial Intelligence,Instagram
LD3535,Raipur,IIIT Hyderabad,2nd,Artificial Intelligence,College Colloboration
LD3536,Mumbai,IIT Bombay,1st,Computer Science,Instagram
LD3537,Raipur,VNIT Nagpur,4th,Human Resource,Google Form
LD3538,Bangalore,VNIT Nagpur,4th,Artificial Intelligence,Whatsapp
LD3539,Hyderabad,BIITS Raipur,4th,Human Resource,College Colloboration
LD3540,Raipur,IIM A,2nd,Data Science,Whatsapp
LD3541,Raipur,BIITS Raipur,2nd,Computer Science,Whatsapp
LD3542,Nagpur,IIT Delhi,2nd,Robotics,Linkedin
LD3543,Nagpur,IIM Bangalore,3rd,Finance,Linkedin
LD3544,Hyderabad,IIIT Hyderabad,2nd,Robotics,Google Form
LD3545,Nagpur,IIM A,3rd,Robotics,Whatsapp
LD3546,Mumbai,IIM Bangalore,1st,Data Science,Linkedin
LD3547,Nagpur,BIITS Raipur,2nd,Artificial Intelligence,Instagram
LD3548,Bangalore,IIIT Hyderabad,2nd,Computer Science,Google Form
LD3549,Hyderabad,IIT Bombay,1st,Computer Science,College Colloboration
LD3550,Mumbai,IIM A,4th,Computer Science,Google Form
LD3551,Bangalore,Ramdeobaba Univerisity,4th,Computer Science,Instagram
LD3552,Ahmedabad,IIM A,2nd,Artificial Intelligence,Whatsapp
LD3553,Bangalore,IIT Bombay,3rd,Artificial Intelligence,College Colloboration
LD3554,Nagpur,IIT Bombay,3rd,Artificial Intelligence,Linkedin
LD3555,Mumbai,IIM A,1st,Finance,Linkedin
LD3556,Nagpur,BIITS Raipur,1st,Human Resource,Google Form
LD3557,Nagpur,IIT Delhi,2nd,Human Resource,Whatsapp
LD3558,Bangalore,IIM A,4th,Finance,Google Form
LD3559,Mumbai,IIM Bangalore,3rd,Data Science,Whatsapp
LD3560,Hyderabad,Ramdeobaba Univerisity,4th,Artificial Intelligence,College Colloboration
LD3561,Bangalore,IIM Bangalore,4th,Computer Science,Google Form
LD3562,Nagpur,VNIT Nagpur,2nd,Data Science,Google Form
LD3563,Raipur,VNIT Nagpur,4th,Computer Science,Instagram
LD3564,Hyderabad,IIT Bombay,1st,Robotics,Whatsapp
LD3565,Delhi,IIIT Hyderabad,2nd,Robotics,Google Form
LD3566,Mumbai,IIT Delhi,2nd,Computer Science,Google Form
LD3567,Ahmedabad,BIITS Raipur,3rd,Data Science,Google Form
LD3568,Raipur,IIIT Hyderabad,4th,Robotics,Google Form
LD3569,Nagpur,IIT Delhi,3rd,Finance,Instagram
LD3570,Bangalore,BIITS Raipur,2nd,Artificial Intelligence,Linkedin
LD3571,Bangalore,IIM A,3rd,Data Science,Whatsapp
LD3572,Nagpur,IIT Bombay,3rd,Human Resource,College Colloboration
LD3573,Raipur,IIM Bangalore,4th,Artificial Intelligence,Google Form
LD3574,Mumbai,BIITS Raipur,3rd,Finance,Instagram
LD3575,Ahmedabad,Ramdeobaba Univerisity,2nd,Artificial Intelligence,Linkedin
LD3576,Ahmedabad,IIIT Hyderabad,4th,Data Science,College Colloboration
LD3577,Hyderabad,IIM Bangalore,1st,Finance,Google Form
LD3578,Raipur,IIT Bombay,3rd,Robotics,Linkedin
LD3579,Nagpur,IIT Bombay,4th,Robotics,Linkedin
LD3580,Nagpur,IIM A,4th,Computer Science,Linkedin
LD3581,Delhi,BIITS Raipur,2nd,Robotics,College Colloboration
LD3582,Bangalore,IIT Delhi,1st,Computer Science,College Colloboration
LD3583,Raipur,BIITS Raipur,4th,Robotics,Google Form
LD3584,Hyderabad,Ramdeobaba Univerisity,3rd,Finance,Whatsapp
LD3585,Ahmedabad,VNIT Nagpur,4th,Computer Science,Instagram
LD3586,Raipur,BIITS Raipur,4th,Finance,College Colloboration
LD3587,Mumbai,IIM A,1st,Artificial Intelligence,Instagram
LD3588,Bangalore,IIM Bangalore,2nd,Computer Science,Linkedin
LD3589,Delhi,IIT Delhi,4th,Artificial Intelligence,Instagram
LD3590,Ahmedabad,Ramdeobaba Univerisity,3rd,Data Science,Instagram
LD3591,Hyderabad,IIT Bombay,4th,Artificial Intelligence,Instagram
LD3592,Ahmedabad,IIT Bombay,4th,Artificial Intelligence,Whatsapp
LD3593,Delhi,IIT Delhi,1st,Robotics,Google Form
LD3594,Delhi,IIIT Hyderabad,1st,Data Science,Whatsapp
LD3595,Ahmedabad,IIT Delhi,2nd,Human Resource,College Colloboration
LD3596,Mumbai,IIT Delhi,2nd,Finance,Whatsapp
LD3597,Delhi,IIT Delhi,3rd,Computer Science,Instagram
LD3598,Delhi,IIM Bangalore,1st,Robotics,College Colloboration
LD3599,Delhi,Ramdeobaba Univerisity,1st,Human Resource,Linkedin
LD3600,Raipur,IIIT Hyderabad,2nd,Data Science,Instagram
LD3601,Ahmedabad,IIM Bangalore,4th,Data Science,Google Form
LD3602,Mumbai,IIM Bangalore,2nd,Finance,Whatsapp
LD3603,Delhi,BIITS Raipur,2nd,Human Resource,Google Form
LD3604,Bangalore,IIM Bangalore,3rd,Artificial Intelligence,Linkedin
LD3605,Raipur,BIITS Raipur,3rd,Artificial Intelligence,Instagram
